date,portname,portcalls_container,portcalls
2021-04-01,Ningbo,8,11
2021-04-02,Ningbo,37,61
2021-04-03,Ningbo,33,56
2021-04-04,Ningbo,36,52
2021-04-05,Ningbo,31,69
2021-04-06,Ningbo,27,50
2021-04-07,Ningbo,36,57
2021-04-08,Ningbo,28,57
2021-04-09,Ningbo,30,57
2021-04-10,Ningbo,32,58
2021-04-11,Ningbo,33,55
2021-04-12,Ningbo,35,57
2021-04-13,Ningbo,28,59
2021-04-14,Ningbo,37,60
2021-04-15,Ningbo,30,51
2021-04-16,Ningbo,24,41
2021-04-17,Ningbo,25,38
2021-04-18,Ningbo,19,35
2021-04-19,Ningbo,18,35
2021-04-20,Ningbo,18,29
2021-04-21,Ningbo,19,28
2021-04-22,Ningbo,14,18
2021-04-23,Ningbo,26,33
2021-04-24,Ningbo,29,38
2021-04-25,Ningbo,26,45
2021-04-26,Ningbo,37,69
2021-04-27,Ningbo,21,44
2021-04-28,Ningbo,23,50
2021-04-29,Ningbo,35,65
2021-04-30,Ningbo,30,57
2021-05-01,Ningbo,36,58
2021-05-02,Ningbo,29,43
2021-05-03,Ningbo,27,42
2021-05-04,Ningbo,30,54
2021-05-05,Ningbo,26,53
2021-05-06,Ningbo,27,53
2021-05-07,Ningbo,28,46
2021-05-08,Ningbo,30,49
2021-05-09,Ningbo,3,16
2021-05-10,Ningbo,17,37
2021-05-11,Ningbo,30,64
2021-05-12,Ningbo,38,60
2021-05-13,Ningbo,11,33
2021-05-14,Ningbo,9,21
2021-05-15,Ningbo,39,64
2021-05-16,Ningbo,30,55
2021-05-17,Ningbo,37,69
2021-05-18,Ningbo,32,52
2021-05-19,Ningbo,34,59
2021-05-20,Ningbo,31,65
2021-05-21,Ningbo,29,59
2021-05-22,Ningbo,31,53
2021-05-23,Ningbo,31,53
2021-05-24,Ningbo,32,64
2021-05-25,Ningbo,33,65
2021-05-26,Ningbo,30,62
2021-05-27,Ningbo,27,50
2021-05-28,Ningbo,27,63
2021-05-29,Ningbo,26,59
2021-05-30,Ningbo,25,54
2021-05-31,Ningbo,32,63
2021-06-01,Ningbo,31,56
2021-06-02,Ningbo,12,33
2021-06-03,Ningbo,33,68
2021-06-04,Ningbo,28,58
2021-06-05,Ningbo,32,60
2021-06-06,Ningbo,33,58
2021-06-07,Ningbo,28,57
2021-06-08,Ningbo,28,57
2021-06-09,Ningbo,26,53
2021-06-10,Ningbo,27,54
2021-06-11,Ningbo,26,48
2021-06-12,Ningbo,4,21
2021-06-13,Ningbo,35,61
2021-06-14,Ningbo,26,55
2021-06-15,Ningbo,26,56
2021-06-16,Ningbo,32,77
2021-06-17,Ningbo,23,47
2021-06-18,Ningbo,30,56
2021-06-19,Ningbo,32,63
2021-06-20,Ningbo,29,53
2021-06-21,Ningbo,34,68
2021-06-22,Ningbo,30,55
2021-06-23,Ningbo,34,65
2021-06-24,Ningbo,22,47
2021-06-25,Ningbo,35,63
2021-06-26,Ningbo,30,49
2021-06-27,Ningbo,23,47
2021-06-28,Ningbo,31,54
2021-06-29,Ningbo,24,46
2021-06-30,Ningbo,26,49
2021-07-01,Ningbo,32,51
2021-07-02,Ningbo,28,48
2021-07-03,Ningbo,32,67
2021-07-04,Ningbo,21,50
2021-07-05,Ningbo,35,59
2021-07-06,Ningbo,32,57
2021-07-07,Ningbo,34,63
2021-07-08,Ningbo,30,61
2021-07-09,Ningbo,32,60
2021-07-10,Ningbo,28,51
2021-07-11,Ningbo,35,62
2021-07-12,Ningbo,21,48
2021-07-13,Ningbo,23,48
2021-07-14,Ningbo,35,57
2021-07-15,Ningbo,28,63
2021-07-16,Ningbo,28,59
2021-07-17,Ningbo,31,66
2021-07-18,Ningbo,31,56
2021-07-19,Ningbo,22,37
2021-07-20,Ningbo,19,32
2021-07-21,Ningbo,28,43
2021-07-22,Ningbo,14,21
2021-07-23,Ningbo,0,0
2021-07-24,Ningbo,0,1
2021-07-25,Ningbo,2,2
2021-07-26,Ningbo,15,15
2021-07-27,Ningbo,35,65
2021-07-28,Ningbo,32,69
2021-07-29,Ningbo,31,77
2021-07-30,Ningbo,27,52
2021-07-31,Ningbo,38,68
2021-08-01,Ningbo,29,47
2021-08-02,Ningbo,25,47
2021-08-03,Ningbo,27,65
2021-08-04,Ningbo,24,50
2021-08-05,Ningbo,13,30
2021-08-06,Ningbo,31,65
2021-08-07,Ningbo,22,42
2021-08-08,Ningbo,29,46
2021-08-09,Ningbo,28,52
2021-08-10,Ningbo,21,44
2021-08-11,Ningbo,23,42
2021-08-12,Ningbo,23,53
2021-08-13,Ningbo,19,37
2021-08-14,Ningbo,19,36
2021-08-15,Ningbo,19,38
2021-08-16,Ningbo,13,26
2021-08-17,Ningbo,18,34
2021-08-18,Ningbo,32,69
2021-08-19,Ningbo,17,45
2021-08-20,Ningbo,25,55
2021-08-21,Ningbo,29,46
2021-08-22,Ningbo,27,45
2021-08-23,Ningbo,20,41
2021-08-24,Ningbo,24,53
2021-08-25,Ningbo,23,55
2021-08-26,Ningbo,23,42
2021-08-27,Ningbo,18,43
2021-08-28,Ningbo,18,37
2021-08-29,Ningbo,19,32
2021-08-30,Ningbo,22,46
2021-08-31,Ningbo,30,61
2021-09-01,Ningbo,27,55
2021-09-02,Ningbo,27,53
2021-09-03,Ningbo,24,43
2021-09-04,Ningbo,15,31
2021-09-05,Ningbo,34,64
2021-09-06,Ningbo,27,42
2021-09-07,Ningbo,23,41
2021-09-08,Ningbo,22,39
2021-09-09,Ningbo,24,48
2021-09-10,Ningbo,19,34
2021-09-11,Ningbo,15,19
2021-09-12,Ningbo,4,5
2021-09-13,Ningbo,0,0
2021-09-14,Ningbo,2,2
2021-09-15,Ningbo,23,27
2021-09-16,Ningbo,31,61
2021-09-17,Ningbo,22,47
2021-09-18,Ningbo,28,58
2021-09-19,Ningbo,13,29
2021-09-20,Ningbo,17,37
2021-09-21,Ningbo,25,59
2021-09-22,Ningbo,28,54
2021-09-23,Ningbo,27,51
2021-09-24,Ningbo,30,49
2021-09-25,Ningbo,29,61
2021-09-26,Ningbo,27,54
2021-09-27,Ningbo,30,65
2021-09-28,Ningbo,23,56
2021-09-29,Ningbo,29,53
2021-09-30,Ningbo,28,56
2021-10-01,Ningbo,27,49
2021-10-02,Ningbo,28,49
2021-10-03,Ningbo,31,56
2021-10-04,Ningbo,25,50
2021-10-05,Ningbo,33,58
2021-10-06,Ningbo,24,44
2021-10-07,Ningbo,27,50
2021-10-08,Ningbo,25,53
2021-10-09,Ningbo,31,49
2021-10-10,Ningbo,21,40
2021-10-11,Ningbo,8,13
2021-10-12,Ningbo,32,62
2021-10-13,Ningbo,25,49
2021-10-14,Ningbo,15,31
2021-10-15,Ningbo,30,47
2021-10-16,Ningbo,12,12
2021-10-17,Ningbo,22,30
2021-10-18,Ningbo,26,69
2021-10-19,Ningbo,29,41
2021-10-20,Ningbo,28,61
2021-10-21,Ningbo,28,44
2021-10-22,Ningbo,28,56
2021-10-23,Ningbo,26,49
2021-10-24,Ningbo,27,48
2021-10-25,Ningbo,26,48
2021-10-26,Ningbo,26,45
2021-10-27,Ningbo,33,67
2021-10-28,Ningbo,22,48
2021-10-29,Ningbo,30,59
2021-10-30,Ningbo,28,53
2021-10-31,Ningbo,29,56
2021-11-01,Ningbo,32,60
2021-11-02,Ningbo,24,53
2021-11-03,Ningbo,25,52
2021-11-04,Ningbo,17,41
2021-11-05,Ningbo,29,39
2021-11-06,Ningbo,15,21
2021-11-07,Ningbo,4,6
2021-11-08,Ningbo,4,6
2021-11-09,Ningbo,47,91
2021-11-10,Ningbo,30,59
2021-11-11,Ningbo,26,54
2021-11-12,Ningbo,21,52
2021-11-13,Ningbo,31,56
2021-11-14,Ningbo,29,55
2021-11-15,Ningbo,30,59
2021-11-16,Ningbo,35,64
2021-11-17,Ningbo,25,48
2021-11-18,Ningbo,25,48
2021-11-19,Ningbo,32,63
2021-11-20,Ningbo,29,51
2021-11-21,Ningbo,21,27
2021-11-22,Ningbo,16,26
2021-11-23,Ningbo,28,70
2021-11-24,Ningbo,31,58
2021-11-25,Ningbo,32,60
2021-11-26,Ningbo,31,56
2021-11-27,Ningbo,27,58
2021-11-28,Ningbo,22,50
2021-11-29,Ningbo,22,36
2021-11-30,Ningbo,2,2
2021-12-01,Ningbo,42,82
2021-12-02,Ningbo,26,58
2021-12-03,Ningbo,32,60
2021-12-04,Ningbo,28,60
2021-12-05,Ningbo,25,56
2021-12-06,Ningbo,26,51
2021-12-07,Ningbo,25,55
2021-12-08,Ningbo,32,59
2021-12-09,Ningbo,23,45
2021-12-10,Ningbo,34,61
2021-12-11,Ningbo,23,59
2021-12-12,Ningbo,31,47
2021-12-13,Ningbo,26,60
2021-12-14,Ningbo,28,56
2021-12-15,Ningbo,31,53
2021-12-16,Ningbo,30,49
2021-12-17,Ningbo,23,26
2021-12-18,Ningbo,25,69
2021-12-19,Ningbo,28,54
2021-12-20,Ningbo,25,48
2021-12-21,Ningbo,27,53
2021-12-22,Ningbo,24,51
2021-12-23,Ningbo,30,60
2021-12-24,Ningbo,19,28
2021-12-25,Ningbo,26,28
2021-12-26,Ningbo,27,38
2021-12-27,Ningbo,24,65
2021-12-28,Ningbo,24,57
2021-12-29,Ningbo,30,54
2021-12-30,Ningbo,22,49
2021-12-31,Ningbo,31,59
2022-01-01,Ningbo,19,42
2022-01-02,Ningbo,23,45
2022-01-03,Ningbo,31,52
2022-01-04,Ningbo,26,47
2022-01-05,Ningbo,29,49
2022-01-06,Ningbo,27,54
2022-01-07,Ningbo,32,56
2022-01-08,Ningbo,20,43
2022-01-09,Ningbo,27,48
2022-01-10,Ningbo,38,53
2022-01-11,Ningbo,29,49
2022-01-12,Ningbo,31,64
2022-01-13,Ningbo,31,47
2022-01-14,Ningbo,36,63
2022-01-15,Ningbo,21,47
2022-01-16,Ningbo,31,51
2022-01-17,Ningbo,22,43
2022-01-18,Ningbo,29,51
2022-01-19,Ningbo,34,57
2022-01-20,Ningbo,26,53
2022-01-21,Ningbo,21,51
2022-01-22,Ningbo,23,52
2022-01-23,Ningbo,30,61
2022-01-24,Ningbo,28,52
2022-01-25,Ningbo,28,56
2022-01-26,Ningbo,32,62
2022-01-27,Ningbo,26,60
2022-01-28,Ningbo,28,48
2022-01-29,Ningbo,27,53
2022-01-30,Ningbo,35,53
2022-01-31,Ningbo,32,63
2022-02-01,Ningbo,28,50
2022-02-02,Ningbo,25,47
2022-02-03,Ningbo,32,50
2022-02-04,Ningbo,23,46
2022-02-05,Ningbo,28,55
2022-02-06,Ningbo,24,43
2022-02-07,Ningbo,28,46
2022-02-08,Ningbo,30,58
2022-02-09,Ningbo,23,56
2022-02-10,Ningbo,30,62
2022-02-11,Ningbo,34,56
2022-02-12,Ningbo,24,44
2022-02-13,Ningbo,26,44
2022-02-14,Ningbo,17,46
2022-02-15,Ningbo,26,57
2022-02-16,Ningbo,22,44
2022-02-17,Ningbo,27,49
2022-02-18,Ningbo,27,47
2022-02-19,Ningbo,4,7
2022-02-20,Ningbo,39,64
2022-02-21,Ningbo,32,71
2022-02-22,Ningbo,28,51
2022-02-23,Ningbo,28,53
2022-02-24,Ningbo,28,57
2022-02-25,Ningbo,26,56
2022-02-26,Ningbo,29,50
2022-02-27,Ningbo,29,47
2022-02-28,Ningbo,21,43
2022-03-01,Ningbo,31,55
2022-03-02,Ningbo,33,55
2022-03-03,Ningbo,26,49
2022-03-04,Ningbo,21,45
2022-03-05,Ningbo,28,50
2022-03-06,Ningbo,29,54
2022-03-07,Ningbo,31,61
2022-03-08,Ningbo,33,59
2022-03-09,Ningbo,28,53
2022-03-10,Ningbo,28,50
2022-03-11,Ningbo,23,53
2022-03-12,Ningbo,16,27
2022-03-13,Ningbo,29,54
2022-03-14,Ningbo,37,61
2022-03-15,Ningbo,29,61
2022-03-16,Ningbo,6,22
2022-03-17,Ningbo,0,6
2022-03-18,Ningbo,40,58
2022-03-19,Ningbo,34,66
2022-03-20,Ningbo,27,56
2022-03-21,Ningbo,34,52
2022-03-22,Ningbo,32,55
2022-03-23,Ningbo,34,73
2022-03-24,Ningbo,32,61
2022-03-25,Ningbo,25,28
2022-03-26,Ningbo,32,66
2022-03-27,Ningbo,33,65
2022-03-28,Ningbo,38,65
2022-03-29,Ningbo,24,50
2022-03-30,Ningbo,35,57
2022-03-31,Ningbo,27,52
2022-04-01,Ningbo,28,59
2022-04-02,Ningbo,35,63
2022-04-03,Ningbo,27,56
2022-04-04,Ningbo,35,66
2022-04-05,Ningbo,31,51
2022-04-06,Ningbo,28,49
2022-04-07,Ningbo,28,60
2022-04-08,Ningbo,28,60
2022-04-09,Ningbo,31,52
2022-04-10,Ningbo,23,51
2022-04-11,Ningbo,25,43
2022-04-12,Ningbo,3,10
2022-04-13,Ningbo,27,37
2022-04-14,Ningbo,27,31
2022-04-15,Ningbo,28,75
2022-04-16,Ningbo,35,66
2022-04-17,Ningbo,29,57
2022-04-18,Ningbo,25,58
2022-04-19,Ningbo,33,66
2022-04-20,Ningbo,29,63
2022-04-21,Ningbo,37,63
2022-04-22,Ningbo,19,47
2022-04-23,Ningbo,28,50
2022-04-24,Ningbo,31,55
2022-04-25,Ningbo,25,42
2022-04-26,Ningbo,26,65
2022-04-27,Ningbo,28,55
2022-04-28,Ningbo,34,63
2022-04-29,Ningbo,31,58
2022-04-30,Ningbo,37,64
2022-05-01,Ningbo,27,59
2022-05-02,Ningbo,26,54
2022-05-03,Ningbo,30,55
2022-05-04,Ningbo,28,50
2022-05-05,Ningbo,27,56
2022-05-06,Ningbo,19,43
2022-05-07,Ningbo,30,49
2022-05-08,Ningbo,26,59
2022-05-09,Ningbo,37,72
2022-05-10,Ningbo,24,59
2022-05-11,Ningbo,31,57
2022-05-12,Ningbo,25,42
2022-05-13,Ningbo,30,58
2022-05-14,Ningbo,29,56
2022-05-15,Ningbo,30,54
2022-05-16,Ningbo,32,61
2022-05-17,Ningbo,31,57
2022-05-18,Ningbo,25,49
2022-05-19,Ningbo,28,64
2022-05-20,Ningbo,27,49
2022-05-21,Ningbo,35,76
2022-05-22,Ningbo,28,52
2022-05-23,Ningbo,34,66
2022-05-24,Ningbo,25,53
2022-05-25,Ningbo,28,48
2022-05-26,Ningbo,30,59
2022-05-27,Ningbo,20,48
2022-05-28,Ningbo,40,60
2022-05-29,Ningbo,32,55
2022-05-30,Ningbo,32,60
2022-05-31,Ningbo,31,57
2022-06-01,Ningbo,26,46
2022-06-02,Ningbo,23,41
2022-06-03,Ningbo,4,13
2022-06-04,Ningbo,14,34
2022-06-05,Ningbo,36,64
2022-06-06,Ningbo,38,65
2022-06-07,Ningbo,32,55
2022-06-08,Ningbo,30,66
2022-06-09,Ningbo,30,57
2022-06-10,Ningbo,32,58
2022-06-11,Ningbo,37,60
2022-06-12,Ningbo,33,63
2022-06-13,Ningbo,31,51
2022-06-14,Ningbo,32,60
2022-06-15,Ningbo,37,68
2022-06-16,Ningbo,27,50
2022-06-17,Ningbo,36,62
2022-06-18,Ningbo,25,58
2022-06-19,Ningbo,30,48
2022-06-20,Ningbo,40,64
2022-06-21,Ningbo,30,58
2022-06-22,Ningbo,29,63
2022-06-23,Ningbo,29,58
2022-06-24,Ningbo,30,58
2022-06-25,Ningbo,35,62
2022-06-26,Ningbo,27,46
2022-06-27,Ningbo,31,49
2022-06-28,Ningbo,36,64
2022-06-29,Ningbo,31,61
2022-06-30,Ningbo,30,62
2022-07-01,Ningbo,28,45
2022-07-02,Ningbo,30,63
2022-07-03,Ningbo,33,51
2022-07-04,Ningbo,36,71
2022-07-05,Ningbo,30,48
2022-07-06,Ningbo,27,46
2022-07-07,Ningbo,29,68
2022-07-08,Ningbo,33,61
2022-07-09,Ningbo,33,62
2022-07-10,Ningbo,34,52
2022-07-11,Ningbo,27,55
2022-07-12,Ningbo,24,53
2022-07-13,Ningbo,35,61
2022-07-14,Ningbo,31,55
2022-07-15,Ningbo,35,68
2022-07-16,Ningbo,21,45
2022-07-17,Ningbo,36,52
2022-07-18,Ningbo,27,51
2022-07-19,Ningbo,30,60
2022-07-20,Ningbo,31,59
2022-07-21,Ningbo,35,64
2022-07-22,Ningbo,32,66
2022-07-23,Ningbo,33,56
2022-07-24,Ningbo,33,54
2022-07-25,Ningbo,33,68
2022-07-26,Ningbo,30,51
2022-07-27,Ningbo,26,52
2022-07-28,Ningbo,26,52
2022-07-29,Ningbo,33,60
2022-07-30,Ningbo,35,56
2022-07-31,Ningbo,25,43
2022-08-01,Ningbo,23,47
2022-08-02,Ningbo,29,60
2022-08-03,Ningbo,24,47
2022-08-04,Ningbo,31,61
2022-08-05,Ningbo,38,62
2022-08-06,Ningbo,35,63
2022-08-07,Ningbo,27,57
2022-08-08,Ningbo,27,52
2022-08-09,Ningbo,33,56
2022-08-10,Ningbo,29,52
2022-08-11,Ningbo,31,58
2022-08-12,Ningbo,28,49
2022-08-13,Ningbo,27,50
2022-08-14,Ningbo,27,50
2022-08-15,Ningbo,27,57
2022-08-16,Ningbo,39,64
2022-08-17,Ningbo,27,50
2022-08-18,Ningbo,30,58
2022-08-19,Ningbo,37,67
2022-08-20,Ningbo,32,55
2022-08-21,Ningbo,28,56
2022-08-22,Ningbo,31,60
2022-08-23,Ningbo,29,52
2022-08-24,Ningbo,27,55
2022-08-25,Ningbo,28,57
2022-08-26,Ningbo,41,61
2022-08-27,Ningbo,31,53
2022-08-28,Ningbo,27,46
2022-08-29,Ningbo,28,50
2022-08-30,Ningbo,27,54
2022-08-31,Ningbo,34,57
2022-09-01,Ningbo,32,50
2022-09-02,Ningbo,19,31
2022-09-03,Ningbo,3,3
2022-09-04,Ningbo,0,0
2022-09-05,Ningbo,10,10
2022-09-06,Ningbo,39,82
2022-09-07,Ningbo,33,69
2022-09-08,Ningbo,27,58
2022-09-09,Ningbo,34,66
2022-09-10,Ningbo,32,69
2022-09-11,Ningbo,32,61
2022-09-12,Ningbo,27,42
2022-09-13,Ningbo,0,0
2022-09-14,Ningbo,0,0
2022-09-15,Ningbo,48,82
2022-09-16,Ningbo,37,74
2022-09-17,Ningbo,33,66
2022-09-18,Ningbo,35,49
2022-09-19,Ningbo,34,44
2022-09-20,Ningbo,40,81
2022-09-21,Ningbo,31,59
2022-09-22,Ningbo,31,68
2022-09-23,Ningbo,31,60
2022-09-24,Ningbo,31,58
2022-09-25,Ningbo,34,55
2022-09-26,Ningbo,30,54
2022-09-27,Ningbo,39,66
2022-09-28,Ningbo,33,54
2022-09-29,Ningbo,31,53
2022-09-30,Ningbo,34,64
2022-10-01,Ningbo,32,61
2022-10-02,Ningbo,32,67
2022-10-03,Ningbo,36,60
2022-10-04,Ningbo,30,39
2022-10-05,Ningbo,22,58
2022-10-06,Ningbo,31,50
2022-10-07,Ningbo,20,48
2022-10-08,Ningbo,34,64
2022-10-09,Ningbo,16,30
2022-10-10,Ningbo,27,40
2022-10-11,Ningbo,27,61
2022-10-12,Ningbo,27,55
2022-10-13,Ningbo,25,53
2022-10-14,Ningbo,20,55
2022-10-15,Ningbo,24,50
2022-10-16,Ningbo,27,43
2022-10-17,Ningbo,8,11
2022-10-18,Ningbo,36,55
2022-10-19,Ningbo,21,61
2022-10-20,Ningbo,26,55
2022-10-21,Ningbo,25,47
2022-10-22,Ningbo,30,61
2022-10-23,Ningbo,31,58
2022-10-24,Ningbo,31,64
2022-10-25,Ningbo,31,56
2022-10-26,Ningbo,29,60
2022-10-27,Ningbo,29,59
2022-10-28,Ningbo,34,60
2022-10-29,Ningbo,39,70
2022-10-30,Ningbo,33,62
2022-10-31,Ningbo,35,60
2022-11-01,Ningbo,28,45
2022-11-02,Ningbo,24,56
2022-11-03,Ningbo,28,59
2022-11-04,Ningbo,25,56
2022-11-05,Ningbo,31,58
2022-11-06,Ningbo,27,59
2022-11-07,Ningbo,31,70
2022-11-08,Ningbo,35,62
2022-11-09,Ningbo,29,63
2022-11-10,Ningbo,28,49
2022-11-11,Ningbo,30,58
2022-11-12,Ningbo,21,51
2022-11-13,Ningbo,43,60
2022-11-14,Ningbo,39,73
2022-11-15,Ningbo,29,56
2022-11-16,Ningbo,32,61
2022-11-17,Ningbo,41,56
2022-11-18,Ningbo,31,60
2022-11-19,Ningbo,34,53
2022-11-20,Ningbo,31,54
2022-11-21,Ningbo,35,60
2022-11-22,Ningbo,31,54
2022-11-23,Ningbo,31,59
2022-11-24,Ningbo,29,59
2022-11-25,Ningbo,36,72
2022-11-26,Ningbo,30,62
2022-11-27,Ningbo,28,58
2022-11-28,Ningbo,32,54
2022-11-29,Ningbo,27,38
2022-11-30,Ningbo,28,35
2022-12-01,Ningbo,16,45
2022-12-02,Ningbo,26,55
2022-12-03,Ningbo,28,45
2022-12-04,Ningbo,35,44
2022-12-05,Ningbo,33,63
2022-12-06,Ningbo,31,70
2022-12-07,Ningbo,26,59
2022-12-08,Ningbo,31,62
2022-12-09,Ningbo,36,64
2022-12-10,Ningbo,26,55
2022-12-11,Ningbo,28,58
2022-12-12,Ningbo,33,69
2022-12-13,Ningbo,32,64
2022-12-14,Ningbo,28,58
2022-12-15,Ningbo,37,67
2022-12-16,Ningbo,31,47
2022-12-17,Ningbo,0,0
2022-12-18,Ningbo,35,66
2022-12-19,Ningbo,33,68
2022-12-20,Ningbo,36,66
2022-12-21,Ningbo,34,41
2022-12-22,Ningbo,2,2
2022-12-23,Ningbo,29,39
2022-12-24,Ningbo,32,45
2022-12-25,Ningbo,32,82
2022-12-26,Ningbo,36,72
2022-12-27,Ningbo,33,70
2022-12-28,Ningbo,32,62
2022-12-29,Ningbo,27,60
2022-12-30,Ningbo,31,58
2022-12-31,Ningbo,33,64
2023-01-01,Ningbo,35,66
2023-01-02,Ningbo,32,66
2023-01-03,Ningbo,31,66
2023-01-04,Ningbo,29,61
2023-01-05,Ningbo,31,63
2023-01-06,Ningbo,31,57
2023-01-07,Ningbo,45,76
2023-01-08,Ningbo,33,62
2023-01-09,Ningbo,35,67
2023-01-10,Ningbo,41,73
2023-01-11,Ningbo,36,56
2023-01-12,Ningbo,6,16
2023-01-13,Ningbo,31,66
2023-01-14,Ningbo,18,24
2023-01-15,Ningbo,7,7
2023-01-16,Ningbo,52,93
2023-01-17,Ningbo,35,75
2023-01-18,Ningbo,37,59
2023-01-19,Ningbo,39,73
2023-01-20,Ningbo,37,67
2023-01-21,Ningbo,36,58
2023-01-22,Ningbo,33,57
2023-01-23,Ningbo,33,43
2023-01-24,Ningbo,14,16
2023-01-25,Ningbo,37,77
2023-01-26,Ningbo,23,44
2023-01-27,Ningbo,23,25
2023-01-28,Ningbo,37,82
2023-01-29,Ningbo,25,47
2023-01-30,Ningbo,24,48
2023-01-31,Ningbo,23,44
2023-02-01,Ningbo,27,43
2023-02-02,Ningbo,19,44
2023-02-03,Ningbo,25,56
2023-02-04,Ningbo,33,59
2023-02-05,Ningbo,23,52
2023-02-06,Ningbo,23,39
2023-02-07,Ningbo,26,65
2023-02-08,Ningbo,28,47
2023-02-09,Ningbo,33,55
2023-02-10,Ningbo,24,60
2023-02-11,Ningbo,15,41
2023-02-12,Ningbo,33,55
2023-02-13,Ningbo,33,38
2023-02-14,Ningbo,37,72
2023-02-15,Ningbo,27,59
2023-02-16,Ningbo,26,55
2023-02-17,Ningbo,34,73
2023-02-18,Ningbo,14,39
2023-02-19,Ningbo,40,64
2023-02-20,Ningbo,33,62
2023-02-21,Ningbo,34,58
2023-02-22,Ningbo,21,44
2023-02-23,Ningbo,30,60
2023-02-24,Ningbo,38,62
2023-02-25,Ningbo,28,59
2023-02-26,Ningbo,29,62
2023-02-27,Ningbo,31,70
2023-02-28,Ningbo,34,54
2023-03-01,Ningbo,30,61
2023-03-02,Ningbo,41,62
2023-03-03,Ningbo,34,63
2023-03-04,Ningbo,34,58
2023-03-05,Ningbo,30,46
2023-03-06,Ningbo,34,68
2023-03-07,Ningbo,30,56
2023-03-08,Ningbo,33,61
2023-03-09,Ningbo,33,65
2023-03-10,Ningbo,25,45
2023-03-11,Ningbo,20,43
2023-03-12,Ningbo,41,56
2023-03-13,Ningbo,33,69
2023-03-14,Ningbo,31,52
2023-03-15,Ningbo,37,60
2023-03-16,Ningbo,32,52
2023-03-17,Ningbo,34,58
2023-03-18,Ningbo,34,56
2023-03-19,Ningbo,38,68
2023-03-20,Ningbo,25,49
2023-03-21,Ningbo,12,17
2023-03-22,Ningbo,21,40
2023-03-23,Ningbo,39,71
2023-03-24,Ningbo,34,61
2023-03-25,Ningbo,33,58
2023-03-26,Ningbo,34,62
2023-03-27,Ningbo,35,62
2023-03-28,Ningbo,30,60
2023-03-29,Ningbo,36,70
2023-03-30,Ningbo,37,61
2023-03-31,Ningbo,31,52
2023-04-01,Ningbo,33,61
2023-04-02,Ningbo,26,41
2023-04-03,Ningbo,35,66
2023-04-04,Ningbo,24,27
2023-04-05,Ningbo,37,74
2023-04-06,Ningbo,36,58
2023-04-07,Ningbo,34,59
2023-04-08,Ningbo,28,50
2023-04-09,Ningbo,31,53
2023-04-10,Ningbo,33,64
2023-04-11,Ningbo,30,54
2023-04-12,Ningbo,45,66
2023-04-13,Ningbo,36,58
2023-04-14,Ningbo,35,55
2023-04-15,Ningbo,33,61
2023-04-16,Ningbo,27,51
2023-04-17,Ningbo,4,10
2023-04-18,Ningbo,44,79
2023-04-19,Ningbo,30,55
2023-04-20,Ningbo,40,71
2023-04-21,Ningbo,33,68
2023-04-22,Ningbo,35,72
2023-04-23,Ningbo,33,64
2023-04-24,Ningbo,29,62
2023-04-25,Ningbo,32,68
2023-04-26,Ningbo,39,60
2023-04-27,Ningbo,36,67
2023-04-28,Ningbo,32,58
2023-04-29,Ningbo,35,61
2023-04-30,Ningbo,31,55
2023-05-01,Ningbo,32,67
2023-05-02,Ningbo,40,66
2023-05-03,Ningbo,16,32
2023-05-04,Ningbo,34,44
2023-05-05,Ningbo,28,59
2023-05-06,Ningbo,37,75
2023-05-07,Ningbo,27,38
2023-05-08,Ningbo,38,79
2023-05-09,Ningbo,35,59
2023-05-10,Ningbo,33,69
2023-05-11,Ningbo,34,59
2023-05-12,Ningbo,39,76
2023-05-13,Ningbo,34,62
2023-05-14,Ningbo,24,48
2023-05-15,Ningbo,25,49
2023-05-16,Ningbo,33,56
2023-05-17,Ningbo,38,50
2023-05-18,Ningbo,28,59
2023-05-19,Ningbo,15,39
2023-05-20,Ningbo,16,32
2023-05-21,Ningbo,7,19
2023-05-22,Ningbo,44,63
2023-05-23,Ningbo,40,83
2023-05-24,Ningbo,29,67
2023-05-25,Ningbo,35,67
2023-05-26,Ningbo,16,38
2023-05-27,Ningbo,44,76
2023-05-28,Ningbo,13,37
2023-05-29,Ningbo,38,72
2023-05-30,Ningbo,28,47
2023-05-31,Ningbo,41,72
2023-06-01,Ningbo,37,63
2023-06-02,Ningbo,36,76
2023-06-03,Ningbo,39,73
2023-06-04,Ningbo,26,47
2023-06-05,Ningbo,35,70
2023-06-06,Ningbo,39,76
2023-06-07,Ningbo,28,51
2023-06-08,Ningbo,33,71
2023-06-09,Ningbo,31,46
2023-06-10,Ningbo,35,62
2023-06-11,Ningbo,30,56
2023-06-12,Ningbo,29,54
2023-06-13,Ningbo,40,73
2023-06-14,Ningbo,36,66
2023-06-15,Ningbo,40,71
2023-06-16,Ningbo,40,65
2023-06-17,Ningbo,18,40
2023-06-18,Ningbo,33,63
2023-06-19,Ningbo,28,56
2023-06-20,Ningbo,37,63
2023-06-21,Ningbo,32,59
2023-06-22,Ningbo,39,70
2023-06-23,Ningbo,43,62
2023-06-24,Ningbo,33,64
2023-06-25,Ningbo,41,63
2023-06-26,Ningbo,39,75
2023-06-27,Ningbo,34,63
2023-06-28,Ningbo,26,43
2023-06-29,Ningbo,35,59
2023-06-30,Ningbo,36,66
2023-07-01,Ningbo,32,49
