date,portname,portcalls_container,portcalls
2021-04-01,Shanghai,1,3
2021-04-02,Shanghai,25,156
2021-04-03,Shanghai,45,149
2021-04-04,Shanghai,31,105
2021-04-05,Shanghai,38,130
2021-04-06,Shanghai,30,105
2021-04-07,Shanghai,29,105
2021-04-08,Shanghai,31,125
2021-04-09,Shanghai,34,132
2021-04-10,Shanghai,40,129
2021-04-11,Shanghai,31,112
2021-04-12,Shanghai,42,146
2021-04-13,Shanghai,35,134
2021-04-14,Shanghai,32,129
2021-04-15,Shanghai,36,140
2021-04-16,Shanghai,37,120
2021-04-17,Shanghai,33,118
2021-04-18,Shanghai,35,135
2021-04-19,Shanghai,37,162
2021-04-20,Shanghai,29,102
2021-04-21,Shanghai,34,120
2021-04-22,Shanghai,27,103
2021-04-23,Shanghai,19,68
2021-04-24,Shanghai,31,130
2021-04-25,Shanghai,35,116
2021-04-26,Shanghai,36,121
2021-04-27,Shanghai,27,105
2021-04-28,Shanghai,32,117
2021-04-29,Shanghai,33,121
2021-04-30,Shanghai,37,112
2021-05-01,Shanghai,35,126
2021-05-02,Shanghai,25,113
2021-05-03,Shanghai,31,96
2021-05-04,Shanghai,34,113
2021-05-05,Shanghai,30,114
2021-05-06,Shanghai,31,122
2021-05-07,Shanghai,37,117
2021-05-08,Shanghai,34,112
2021-05-09,Shanghai,23,100
2021-05-10,Shanghai,20,62
2021-05-11,Shanghai,39,165
2021-05-12,Shanghai,34,103
2021-05-13,Shanghai,29,114
2021-05-14,Shanghai,29,64
2021-05-15,Shanghai,31,142
2021-05-16,Shanghai,37,120
2021-05-17,Shanghai,31,111
2021-05-18,Shanghai,37,125
2021-05-19,Shanghai,36,135
2021-05-20,Shanghai,37,121
2021-05-21,Shanghai,32,126
2021-05-22,Shanghai,29,124
2021-05-23,Shanghai,25,93
2021-05-24,Shanghai,24,114
2021-05-25,Shanghai,34,112
2021-05-26,Shanghai,34,116
2021-05-27,Shanghai,36,130
2021-05-28,Shanghai,28,117
2021-05-29,Shanghai,29,118
2021-05-30,Shanghai,33,107
2021-05-31,Shanghai,31,119
2021-06-01,Shanghai,29,105
2021-06-02,Shanghai,19,72
2021-06-03,Shanghai,36,129
2021-06-04,Shanghai,26,123
2021-06-05,Shanghai,32,119
2021-06-06,Shanghai,30,107
2021-06-07,Shanghai,35,116
2021-06-08,Shanghai,36,108
2021-06-09,Shanghai,31,127
2021-06-10,Shanghai,28,118
2021-06-11,Shanghai,35,104
2021-06-12,Shanghai,34,130
2021-06-13,Shanghai,19,86
2021-06-14,Shanghai,31,110
2021-06-15,Shanghai,31,125
2021-06-16,Shanghai,33,99
2021-06-17,Shanghai,30,106
2021-06-18,Shanghai,33,130
2021-06-19,Shanghai,37,114
2021-06-20,Shanghai,30,123
2021-06-21,Shanghai,35,112
2021-06-22,Shanghai,35,109
2021-06-23,Shanghai,31,118
2021-06-24,Shanghai,33,120
2021-06-25,Shanghai,29,125
2021-06-26,Shanghai,29,124
2021-06-27,Shanghai,27,109
2021-06-28,Shanghai,28,111
2021-06-29,Shanghai,36,121
2021-06-30,Shanghai,37,119
2021-07-01,Shanghai,36,142
2021-07-02,Shanghai,30,106
2021-07-03,Shanghai,39,108
2021-07-04,Shanghai,24,102
2021-07-05,Shanghai,26,103
2021-07-06,Shanghai,36,121
2021-07-07,Shanghai,37,120
2021-07-08,Shanghai,38,116
2021-07-09,Shanghai,32,103
2021-07-10,Shanghai,31,119
2021-07-11,Shanghai,29,109
2021-07-12,Shanghai,35,108
2021-07-13,Shanghai,34,120
2021-07-14,Shanghai,32,117
2021-07-15,Shanghai,28,111
2021-07-16,Shanghai,39,116
2021-07-17,Shanghai,27,103
2021-07-18,Shanghai,29,113
2021-07-19,Shanghai,31,111
2021-07-20,Shanghai,35,123
2021-07-21,Shanghai,22,99
2021-07-22,Shanghai,24,78
2021-07-23,Shanghai,15,57
2021-07-24,Shanghai,0,0
2021-07-25,Shanghai,0,1
2021-07-26,Shanghai,0,1
2021-07-27,Shanghai,29,58
2021-07-28,Shanghai,35,156
2021-07-29,Shanghai,30,118
2021-07-30,Shanghai,32,115
2021-07-31,Shanghai,41,120
2021-08-01,Shanghai,27,125
2021-08-02,Shanghai,29,107
2021-08-03,Shanghai,25,111
2021-08-04,Shanghai,34,110
2021-08-05,Shanghai,31,120
2021-08-06,Shanghai,29,123
2021-08-07,Shanghai,33,124
2021-08-08,Shanghai,31,102
2021-08-09,Shanghai,35,133
2021-08-10,Shanghai,36,117
2021-08-11,Shanghai,34,125
2021-08-12,Shanghai,29,114
2021-08-13,Shanghai,34,116
2021-08-14,Shanghai,31,116
2021-08-15,Shanghai,25,85
2021-08-16,Shanghai,37,131
2021-08-17,Shanghai,30,107
2021-08-18,Shanghai,24,95
2021-08-19,Shanghai,25,90
2021-08-20,Shanghai,30,113
2021-08-21,Shanghai,31,110
2021-08-22,Shanghai,30,102
2021-08-23,Shanghai,30,113
2021-08-24,Shanghai,31,102
2021-08-25,Shanghai,31,109
2021-08-26,Shanghai,30,99
2021-08-27,Shanghai,32,114
2021-08-28,Shanghai,29,103
2021-08-29,Shanghai,32,105
2021-08-30,Shanghai,30,113
2021-08-31,Shanghai,29,112
2021-09-01,Shanghai,29,92
2021-09-02,Shanghai,28,119
2021-09-03,Shanghai,33,109
2021-09-04,Shanghai,26,84
2021-09-05,Shanghai,34,100
2021-09-06,Shanghai,31,114
2021-09-07,Shanghai,24,109
2021-09-08,Shanghai,32,115
2021-09-09,Shanghai,33,107
2021-09-10,Shanghai,26,100
2021-09-11,Shanghai,27,115
2021-09-12,Shanghai,11,44
2021-09-13,Shanghai,1,1
2021-09-14,Shanghai,0,0
2021-09-15,Shanghai,22,55
2021-09-16,Shanghai,31,129
2021-09-17,Shanghai,31,137
2021-09-18,Shanghai,32,113
2021-09-19,Shanghai,27,108
2021-09-20,Shanghai,25,107
2021-09-21,Shanghai,34,118
2021-09-22,Shanghai,33,104
2021-09-23,Shanghai,36,118
2021-09-24,Shanghai,27,93
2021-09-25,Shanghai,32,99
2021-09-26,Shanghai,27,108
2021-09-27,Shanghai,36,107
2021-09-28,Shanghai,33,124
2021-09-29,Shanghai,23,116
2021-09-30,Shanghai,33,128
2021-10-01,Shanghai,29,90
2021-10-02,Shanghai,25,94
2021-10-03,Shanghai,33,109
2021-10-04,Shanghai,33,115
2021-10-05,Shanghai,27,97
2021-10-06,Shanghai,34,123
2021-10-07,Shanghai,28,96
2021-10-08,Shanghai,33,105
2021-10-09,Shanghai,33,115
2021-10-10,Shanghai,27,94
2021-10-11,Shanghai,30,67
2021-10-12,Shanghai,31,94
2021-10-13,Shanghai,30,122
2021-10-14,Shanghai,30,120
2021-10-15,Shanghai,27,100
2021-10-16,Shanghai,14,61
2021-10-17,Shanghai,23,109
2021-10-18,Shanghai,36,129
2021-10-19,Shanghai,27,109
2021-10-20,Shanghai,33,116
2021-10-21,Shanghai,36,97
2021-10-22,Shanghai,30,116
2021-10-23,Shanghai,31,111
2021-10-24,Shanghai,31,100
2021-10-25,Shanghai,25,115
2021-10-26,Shanghai,30,114
2021-10-27,Shanghai,31,110
2021-10-28,Shanghai,35,122
2021-10-29,Shanghai,29,113
2021-10-30,Shanghai,35,130
2021-10-31,Shanghai,33,103
2021-11-01,Shanghai,26,125
2021-11-02,Shanghai,32,117
2021-11-03,Shanghai,31,109
2021-11-04,Shanghai,29,131
2021-11-05,Shanghai,28,112
2021-11-06,Shanghai,20,90
2021-11-07,Shanghai,22,44
2021-11-08,Shanghai,30,58
2021-11-09,Shanghai,31,136
2021-11-10,Shanghai,31,109
2021-11-11,Shanghai,33,119
2021-11-12,Shanghai,36,114
2021-11-13,Shanghai,36,97
2021-11-14,Shanghai,26,85
2021-11-15,Shanghai,32,114
2021-11-16,Shanghai,31,110
2021-11-17,Shanghai,40,107
2021-11-18,Shanghai,30,109
2021-11-19,Shanghai,30,92
2021-11-20,Shanghai,28,112
2021-11-21,Shanghai,21,89
2021-11-22,Shanghai,30,97
2021-11-23,Shanghai,30,111
2021-11-24,Shanghai,32,116
2021-11-25,Shanghai,26,96
2021-11-26,Shanghai,30,101
2021-11-27,Shanghai,33,102
2021-11-28,Shanghai,34,83
2021-11-29,Shanghai,32,87
2021-11-30,Shanghai,26,81
2021-12-01,Shanghai,31,95
2021-12-02,Shanghai,28,110
2021-12-03,Shanghai,29,106
2021-12-04,Shanghai,30,121
2021-12-05,Shanghai,29,109
2021-12-06,Shanghai,32,115
2021-12-07,Shanghai,34,125
2021-12-08,Shanghai,26,114
2021-12-09,Shanghai,19,69
2021-12-10,Shanghai,36,138
2021-12-11,Shanghai,29,105
2021-12-12,Shanghai,32,100
2021-12-13,Shanghai,33,116
2021-12-14,Shanghai,30,107
2021-12-15,Shanghai,32,102
2021-12-16,Shanghai,33,101
2021-12-17,Shanghai,32,102
2021-12-18,Shanghai,26,106
2021-12-19,Shanghai,32,101
2021-12-20,Shanghai,41,111
2021-12-21,Shanghai,38,108
2021-12-22,Shanghai,22,69
2021-12-23,Shanghai,32,128
2021-12-24,Shanghai,31,99
2021-12-25,Shanghai,32,75
2021-12-26,Shanghai,29,87
2021-12-27,Shanghai,33,125
2021-12-28,Shanghai,36,112
2021-12-29,Shanghai,28,83
2021-12-30,Shanghai,25,79
2021-12-31,Shanghai,32,116
2022-01-01,Shanghai,33,104
2022-01-02,Shanghai,28,99
2022-01-03,Shanghai,27,106
2022-01-04,Shanghai,29,114
2022-01-05,Shanghai,29,111
2022-01-06,Shanghai,33,96
2022-01-07,Shanghai,38,125
2022-01-08,Shanghai,31,107
2022-01-09,Shanghai,33,112
2022-01-10,Shanghai,37,115
2022-01-11,Shanghai,34,102
2022-01-12,Shanghai,25,100
2022-01-13,Shanghai,26,98
2022-01-14,Shanghai,34,96
2022-01-15,Shanghai,40,104
2022-01-16,Shanghai,29,111
2022-01-17,Shanghai,32,108
2022-01-18,Shanghai,37,108
2022-01-19,Shanghai,30,114
2022-01-20,Shanghai,31,111
2022-01-21,Shanghai,32,107
2022-01-22,Shanghai,34,108
2022-01-23,Shanghai,33,92
2022-01-24,Shanghai,35,124
2022-01-25,Shanghai,27,118
2022-01-26,Shanghai,37,94
2022-01-27,Shanghai,28,85
2022-01-28,Shanghai,27,96
2022-01-29,Shanghai,33,102
2022-01-30,Shanghai,41,102
2022-01-31,Shanghai,25,76
2022-02-01,Shanghai,31,106
2022-02-02,Shanghai,33,122
2022-02-03,Shanghai,27,108
2022-02-04,Shanghai,30,126
2022-02-05,Shanghai,21,88
2022-02-06,Shanghai,33,114
2022-02-07,Shanghai,20,79
2022-02-08,Shanghai,29,113
2022-02-09,Shanghai,28,92
2022-02-10,Shanghai,31,110
2022-02-11,Shanghai,33,95
2022-02-12,Shanghai,29,97
2022-02-13,Shanghai,26,97
2022-02-14,Shanghai,25,91
2022-02-15,Shanghai,35,107
2022-02-16,Shanghai,23,104
2022-02-17,Shanghai,33,100
2022-02-18,Shanghai,34,106
2022-02-19,Shanghai,31,94
2022-02-20,Shanghai,31,94
2022-02-21,Shanghai,27,104
2022-02-22,Shanghai,26,98
2022-02-23,Shanghai,28,108
2022-02-24,Shanghai,33,119
2022-02-25,Shanghai,34,98
2022-02-26,Shanghai,37,97
2022-02-27,Shanghai,27,103
2022-02-28,Shanghai,36,101
2022-03-01,Shanghai,29,103
2022-03-02,Shanghai,40,107
2022-03-03,Shanghai,32,97
2022-03-04,Shanghai,31,106
2022-03-05,Shanghai,37,103
2022-03-06,Shanghai,35,102
2022-03-07,Shanghai,31,114
2022-03-08,Shanghai,35,117
2022-03-09,Shanghai,37,108
2022-03-10,Shanghai,44,115
2022-03-11,Shanghai,19,71
2022-03-12,Shanghai,36,86
2022-03-13,Shanghai,26,92
2022-03-14,Shanghai,27,92
2022-03-15,Shanghai,36,94
2022-03-16,Shanghai,16,77
2022-03-17,Shanghai,35,89
2022-03-18,Shanghai,31,100
2022-03-19,Shanghai,31,96
2022-03-20,Shanghai,40,100
2022-03-21,Shanghai,36,83
2022-03-22,Shanghai,35,97
2022-03-23,Shanghai,35,93
2022-03-24,Shanghai,38,92
2022-03-25,Shanghai,38,72
2022-03-26,Shanghai,36,93
2022-03-27,Shanghai,27,90
2022-03-28,Shanghai,33,92
2022-03-29,Shanghai,26,91
2022-03-30,Shanghai,29,88
2022-03-31,Shanghai,30,83
2022-04-01,Shanghai,30,91
2022-04-02,Shanghai,30,98
2022-04-03,Shanghai,27,74
2022-04-04,Shanghai,32,105
2022-04-05,Shanghai,31,92
2022-04-06,Shanghai,32,83
2022-04-07,Shanghai,28,97
2022-04-08,Shanghai,31,92
2022-04-09,Shanghai,22,82
2022-04-10,Shanghai,13,60
2022-04-11,Shanghai,19,80
2022-04-12,Shanghai,4,35
2022-04-13,Shanghai,17,50
2022-04-14,Shanghai,22,95
2022-04-15,Shanghai,30,70
2022-04-16,Shanghai,23,94
2022-04-17,Shanghai,29,90
2022-04-18,Shanghai,20,84
2022-04-19,Shanghai,23,81
2022-04-20,Shanghai,24,80
2022-04-21,Shanghai,23,96
2022-04-22,Shanghai,26,91
2022-04-23,Shanghai,24,85
2022-04-24,Shanghai,12,76
2022-04-25,Shanghai,20,69
2022-04-26,Shanghai,16,74
2022-04-27,Shanghai,21,81
2022-04-28,Shanghai,18,94
2022-04-29,Shanghai,20,83
2022-04-30,Shanghai,22,83
2022-05-01,Shanghai,20,82
2022-05-02,Shanghai,17,89
2022-05-03,Shanghai,25,80
2022-05-04,Shanghai,15,78
2022-05-05,Shanghai,15,78
2022-05-06,Shanghai,0,19
2022-05-07,Shanghai,24,104
2022-05-08,Shanghai,22,85
2022-05-09,Shanghai,26,77
2022-05-10,Shanghai,23,98
2022-05-11,Shanghai,20,76
2022-05-12,Shanghai,22,84
2022-05-13,Shanghai,19,59
2022-05-14,Shanghai,23,81
2022-05-15,Shanghai,25,90
2022-05-16,Shanghai,27,86
2022-05-17,Shanghai,18,77
2022-05-18,Shanghai,23,83
2022-05-19,Shanghai,29,104
2022-05-20,Shanghai,25,84
2022-05-21,Shanghai,25,76
2022-05-22,Shanghai,27,92
2022-05-23,Shanghai,24,87
2022-05-24,Shanghai,22,79
2022-05-25,Shanghai,25,91
2022-05-26,Shanghai,21,92
2022-05-27,Shanghai,31,88
2022-05-28,Shanghai,24,89
2022-05-29,Shanghai,37,92
2022-05-30,Shanghai,24,83
2022-05-31,Shanghai,34,113
2022-06-01,Shanghai,29,86
2022-06-02,Shanghai,25,85
2022-06-03,Shanghai,32,98
2022-06-04,Shanghai,14,58
2022-06-05,Shanghai,33,101
2022-06-06,Shanghai,30,89
2022-06-07,Shanghai,30,87
2022-06-08,Shanghai,30,101
2022-06-09,Shanghai,29,101
2022-06-10,Shanghai,31,94
2022-06-11,Shanghai,29,92
2022-06-12,Shanghai,27,88
2022-06-13,Shanghai,39,110
2022-06-14,Shanghai,25,95
2022-06-15,Shanghai,27,99
2022-06-16,Shanghai,31,88
2022-06-17,Shanghai,31,104
2022-06-18,Shanghai,32,100
2022-06-19,Shanghai,26,81
2022-06-20,Shanghai,31,91
2022-06-21,Shanghai,30,86
2022-06-22,Shanghai,39,104
2022-06-23,Shanghai,27,97
2022-06-24,Shanghai,35,103
2022-06-25,Shanghai,30,96
2022-06-26,Shanghai,27,82
2022-06-27,Shanghai,27,93
2022-06-28,Shanghai,38,92
2022-06-29,Shanghai,33,102
2022-06-30,Shanghai,32,101
2022-07-01,Shanghai,33,85
2022-07-02,Shanghai,30,101
2022-07-03,Shanghai,30,101
2022-07-04,Shanghai,40,112
2022-07-05,Shanghai,28,88
2022-07-06,Shanghai,38,108
2022-07-07,Shanghai,37,107
2022-07-08,Shanghai,37,105
2022-07-09,Shanghai,26,109
2022-07-10,Shanghai,31,87
2022-07-11,Shanghai,25,84
2022-07-12,Shanghai,36,108
2022-07-13,Shanghai,31,97
2022-07-14,Shanghai,41,112
2022-07-15,Shanghai,32,96
2022-07-16,Shanghai,31,100
2022-07-17,Shanghai,34,97
2022-07-18,Shanghai,27,93
2022-07-19,Shanghai,36,111
2022-07-20,Shanghai,38,107
2022-07-21,Shanghai,40,107
2022-07-22,Shanghai,32,97
2022-07-23,Shanghai,32,82
2022-07-24,Shanghai,31,83
2022-07-25,Shanghai,40,113
2022-07-26,Shanghai,39,109
2022-07-27,Shanghai,37,112
2022-07-28,Shanghai,31,95
2022-07-29,Shanghai,35,102
2022-07-30,Shanghai,32,95
2022-07-31,Shanghai,32,95
2022-08-01,Shanghai,36,123
2022-08-02,Shanghai,23,93
2022-08-03,Shanghai,38,109
2022-08-04,Shanghai,30,102
2022-08-05,Shanghai,32,104
2022-08-06,Shanghai,30,91
2022-08-07,Shanghai,35,91
2022-08-08,Shanghai,37,97
2022-08-09,Shanghai,35,95
2022-08-10,Shanghai,34,103
2022-08-11,Shanghai,40,117
2022-08-12,Shanghai,31,103
2022-08-13,Shanghai,36,105
2022-08-14,Shanghai,32,86
2022-08-15,Shanghai,34,114
2022-08-16,Shanghai,34,100
2022-08-17,Shanghai,33,106
2022-08-18,Shanghai,37,104
2022-08-19,Shanghai,35,89
2022-08-20,Shanghai,34,102
2022-08-21,Shanghai,39,101
2022-08-22,Shanghai,43,121
2022-08-23,Shanghai,37,113
2022-08-24,Shanghai,37,103
2022-08-25,Shanghai,31,101
2022-08-26,Shanghai,37,109
2022-08-27,Shanghai,31,101
2022-08-28,Shanghai,39,99
2022-08-29,Shanghai,39,121
2022-08-30,Shanghai,34,110
2022-08-31,Shanghai,30,96
2022-09-01,Shanghai,30,86
2022-09-02,Shanghai,28,79
2022-09-03,Shanghai,15,35
2022-09-04,Shanghai,0,2
2022-09-05,Shanghai,0,6
2022-09-06,Shanghai,38,149
2022-09-07,Shanghai,42,132
2022-09-08,Shanghai,41,106
2022-09-09,Shanghai,42,135
2022-09-10,Shanghai,34,114
2022-09-11,Shanghai,38,113
2022-09-12,Shanghai,40,119
2022-09-13,Shanghai,15,35
2022-09-14,Shanghai,0,2
2022-09-15,Shanghai,38,112
2022-09-16,Shanghai,39,147
2022-09-17,Shanghai,43,127
2022-09-18,Shanghai,33,92
2022-09-19,Shanghai,31,83
2022-09-20,Shanghai,40,114
2022-09-21,Shanghai,40,113
2022-09-22,Shanghai,41,112
2022-09-23,Shanghai,31,105
2022-09-24,Shanghai,43,120
2022-09-25,Shanghai,38,107
2022-09-26,Shanghai,36,116
2022-09-27,Shanghai,35,122
2022-09-28,Shanghai,39,108
2022-09-29,Shanghai,27,117
2022-09-30,Shanghai,28,121
2022-10-01,Shanghai,35,115
2022-10-02,Shanghai,34,105
2022-10-03,Shanghai,37,118
2022-10-04,Shanghai,31,81
2022-10-05,Shanghai,29,97
2022-10-06,Shanghai,34,119
2022-10-07,Shanghai,27,98
2022-10-08,Shanghai,26,95
2022-10-09,Shanghai,17,82
2022-10-10,Shanghai,31,100
2022-10-11,Shanghai,33,111
2022-10-12,Shanghai,30,112
2022-10-13,Shanghai,29,116
2022-10-14,Shanghai,33,96
2022-10-15,Shanghai,33,98
2022-10-16,Shanghai,34,111
2022-10-17,Shanghai,36,95
2022-10-18,Shanghai,32,103
2022-10-19,Shanghai,24,95
2022-10-20,Shanghai,26,105
2022-10-21,Shanghai,35,95
2022-10-22,Shanghai,34,94
2022-10-23,Shanghai,31,89
2022-10-24,Shanghai,38,104
2022-10-25,Shanghai,38,117
2022-10-26,Shanghai,33,103
2022-10-27,Shanghai,36,121
2022-10-28,Shanghai,50,136
2022-10-29,Shanghai,33,111
2022-10-30,Shanghai,35,111
2022-10-31,Shanghai,42,124
2022-11-01,Shanghai,30,106
2022-11-02,Shanghai,28,111
2022-11-03,Shanghai,34,111
2022-11-04,Shanghai,30,109
2022-11-05,Shanghai,35,112
2022-11-06,Shanghai,32,91
2022-11-07,Shanghai,40,133
2022-11-08,Shanghai,37,124
2022-11-09,Shanghai,41,111
2022-11-10,Shanghai,31,73
2022-11-11,Shanghai,28,108
2022-11-12,Shanghai,32,111
2022-11-13,Shanghai,48,130
2022-11-14,Shanghai,38,123
2022-11-15,Shanghai,36,134
2022-11-16,Shanghai,30,102
2022-11-17,Shanghai,39,103
2022-11-18,Shanghai,37,111
2022-11-19,Shanghai,37,100
2022-11-20,Shanghai,39,105
2022-11-21,Shanghai,31,110
2022-11-22,Shanghai,41,120
2022-11-23,Shanghai,38,118
2022-11-24,Shanghai,36,124
2022-11-25,Shanghai,28,109
2022-11-26,Shanghai,36,118
2022-11-27,Shanghai,39,102
2022-11-28,Shanghai,38,107
2022-11-29,Shanghai,16,62
2022-11-30,Shanghai,38,105
2022-12-01,Shanghai,34,123
2022-12-02,Shanghai,29,117
2022-12-03,Shanghai,23,72
2022-12-04,Shanghai,35,84
2022-12-05,Shanghai,36,137
2022-12-06,Shanghai,31,113
2022-12-07,Shanghai,37,107
2022-12-08,Shanghai,27,114
2022-12-09,Shanghai,37,96
2022-12-10,Shanghai,36,107
2022-12-11,Shanghai,35,95
2022-12-12,Shanghai,37,136
2022-12-13,Shanghai,35,103
2022-12-14,Shanghai,37,114
2022-12-15,Shanghai,34,104
2022-12-16,Shanghai,38,105
2022-12-17,Shanghai,19,61
2022-12-18,Shanghai,30,102
2022-12-19,Shanghai,31,126
2022-12-20,Shanghai,31,98
2022-12-21,Shanghai,31,114
2022-12-22,Shanghai,19,68
2022-12-23,Shanghai,30,99
2022-12-24,Shanghai,28,89
2022-12-25,Shanghai,30,100
2022-12-26,Shanghai,34,111
2022-12-27,Shanghai,34,95
2022-12-28,Shanghai,33,102
2022-12-29,Shanghai,37,102
2022-12-30,Shanghai,35,112
2022-12-31,Shanghai,39,119
2023-01-01,Shanghai,35,107
2023-01-02,Shanghai,36,107
2023-01-03,Shanghai,32,109
2023-01-04,Shanghai,34,110
2023-01-05,Shanghai,38,130
2023-01-06,Shanghai,35,124
2023-01-07,Shanghai,42,117
2023-01-08,Shanghai,39,114
2023-01-09,Shanghai,44,143
2023-01-10,Shanghai,41,134
2023-01-11,Shanghai,28,105
2023-01-12,Shanghai,6,32
2023-01-13,Shanghai,0,4
2023-01-14,Shanghai,45,178
2023-01-15,Shanghai,40,93
2023-01-16,Shanghai,41,140
2023-01-17,Shanghai,34,112
2023-01-18,Shanghai,33,111
2023-01-19,Shanghai,36,122
2023-01-20,Shanghai,33,125
2023-01-21,Shanghai,31,91
2023-01-22,Shanghai,25,100
2023-01-23,Shanghai,33,109
2023-01-24,Shanghai,21,75
2023-01-25,Shanghai,29,109
2023-01-26,Shanghai,28,87
2023-01-27,Shanghai,23,79
2023-01-28,Shanghai,21,102
2023-01-29,Shanghai,30,114
2023-01-30,Shanghai,34,107
2023-01-31,Shanghai,24,96
2023-02-01,Shanghai,21,76
2023-02-02,Shanghai,25,112
2023-02-03,Shanghai,29,105
2023-02-04,Shanghai,27,123
2023-02-05,Shanghai,30,98
2023-02-06,Shanghai,30,84
2023-02-07,Shanghai,32,134
2023-02-08,Shanghai,38,111
2023-02-09,Shanghai,35,121
2023-02-10,Shanghai,41,108
2023-02-11,Shanghai,21,95
2023-02-12,Shanghai,33,99
2023-02-13,Shanghai,37,133
2023-02-14,Shanghai,36,93
2023-02-15,Shanghai,41,121
2023-02-16,Shanghai,29,98
2023-02-17,Shanghai,39,117
2023-02-18,Shanghai,28,89
2023-02-19,Shanghai,33,111
2023-02-20,Shanghai,41,112
2023-02-21,Shanghai,34,105
2023-02-22,Shanghai,38,132
2023-02-23,Shanghai,30,99
2023-02-24,Shanghai,35,111
2023-02-25,Shanghai,39,104
2023-02-26,Shanghai,36,114
2023-02-27,Shanghai,43,125
2023-02-28,Shanghai,34,107
2023-03-01,Shanghai,41,112
2023-03-02,Shanghai,38,111
2023-03-03,Shanghai,32,131
2023-03-04,Shanghai,33,106
2023-03-05,Shanghai,41,106
2023-03-06,Shanghai,37,124
2023-03-07,Shanghai,35,119
2023-03-08,Shanghai,37,119
2023-03-09,Shanghai,40,124
2023-03-10,Shanghai,39,103
2023-03-11,Shanghai,29,89
2023-03-12,Shanghai,40,90
2023-03-13,Shanghai,34,115
2023-03-14,Shanghai,36,95
2023-03-15,Shanghai,47,126
2023-03-16,Shanghai,40,107
2023-03-17,Shanghai,30,92
2023-03-18,Shanghai,33,101
2023-03-19,Shanghai,37,113
2023-03-20,Shanghai,30,81
2023-03-21,Shanghai,12,60
2023-03-22,Shanghai,21,69
2023-03-23,Shanghai,54,163
2023-03-24,Shanghai,38,87
2023-03-25,Shanghai,45,137
2023-03-26,Shanghai,45,135
2023-03-27,Shanghai,44,123
2023-03-28,Shanghai,41,124
2023-03-29,Shanghai,40,143
2023-03-30,Shanghai,36,104
2023-03-31,Shanghai,25,97
2023-04-01,Shanghai,41,115
2023-04-02,Shanghai,22,70
2023-04-03,Shanghai,38,128
2023-04-04,Shanghai,33,82
2023-04-05,Shanghai,41,149
2023-04-06,Shanghai,37,109
2023-04-07,Shanghai,36,118
2023-04-08,Shanghai,38,131
2023-04-09,Shanghai,36,120
2023-04-10,Shanghai,38,111
2023-04-11,Shanghai,37,128
2023-04-12,Shanghai,42,114
2023-04-13,Shanghai,44,139
2023-04-14,Shanghai,39,110
2023-04-15,Shanghai,30,85
2023-04-16,Shanghai,40,105
2023-04-17,Shanghai,23,87
2023-04-18,Shanghai,39,123
2023-04-19,Shanghai,36,114
2023-04-20,Shanghai,37,123
2023-04-21,Shanghai,33,118
2023-04-22,Shanghai,43,120
2023-04-23,Shanghai,35,110
2023-04-24,Shanghai,39,106
2023-04-25,Shanghai,44,129
2023-04-26,Shanghai,34,113
2023-04-27,Shanghai,37,118
2023-04-28,Shanghai,39,146
2023-04-29,Shanghai,39,105
2023-04-30,Shanghai,39,115
2023-05-01,Shanghai,35,112
2023-05-02,Shanghai,25,99
2023-05-03,Shanghai,28,74
2023-05-04,Shanghai,38,110
2023-05-05,Shanghai,45,127
2023-05-06,Shanghai,41,123
2023-05-07,Shanghai,26,87
2023-05-08,Shanghai,34,121
2023-05-09,Shanghai,22,96
2023-05-10,Shanghai,37,118
2023-05-11,Shanghai,45,125
2023-05-12,Shanghai,45,136
2023-05-13,Shanghai,42,103
2023-05-14,Shanghai,37,108
2023-05-15,Shanghai,35,116
2023-05-16,Shanghai,34,95
2023-05-17,Shanghai,28,94
2023-05-18,Shanghai,37,133
2023-05-19,Shanghai,29,86
2023-05-20,Shanghai,37,93
2023-05-21,Shanghai,14,56
2023-05-22,Shanghai,40,133
2023-05-23,Shanghai,33,106
2023-05-24,Shanghai,32,112
2023-05-25,Shanghai,32,103
2023-05-26,Shanghai,38,118
2023-05-27,Shanghai,42,113
2023-05-28,Shanghai,23,84
2023-05-29,Shanghai,40,110
2023-05-30,Shanghai,23,83
2023-05-31,Shanghai,44,144
2023-06-01,Shanghai,28,92
2023-06-02,Shanghai,38,122
2023-06-03,Shanghai,43,129
2023-06-04,Shanghai,36,109
2023-06-05,Shanghai,39,112
2023-06-06,Shanghai,34,110
2023-06-07,Shanghai,38,126
2023-06-08,Shanghai,38,111
2023-06-09,Shanghai,41,106
2023-06-10,Shanghai,38,103
2023-06-11,Shanghai,31,110
2023-06-12,Shanghai,30,108
2023-06-13,Shanghai,39,113
2023-06-14,Shanghai,33,100
2023-06-15,Shanghai,32,101
2023-06-16,Shanghai,39,107
2023-06-17,Shanghai,34,107
2023-06-18,Shanghai,34,91
2023-06-19,Shanghai,42,127
2023-06-20,Shanghai,38,119
2023-06-21,Shanghai,36,119
2023-06-22,Shanghai,35,125
2023-06-23,Shanghai,37,104
2023-06-24,Shanghai,33,79
2023-06-25,Shanghai,41,110
2023-06-26,Shanghai,35,137
2023-06-27,Shanghai,31,115
2023-06-28,Shanghai,37,108
2023-06-29,Shanghai,40,124
2023-06-30,Shanghai,27,107
2023-07-01,Shanghai,42,102
